N,P,K,temperature,humidity,ph,rainfall,label
0.42857142857142855,0.48888888888888893,0.48750000000000004,0.25421200249181897,0.8193719188689319,0.432419148129209,0.9616080932050142,18
0.6,0.5111111111111111,0.375,0.3254436015541675,0.7744185024001528,0.37932134171382614,0.7774738017705843,18
0.6571428571428571,0.3333333333333333,0.4375,0.3197361865136783,0.7707684974088922,0.4620715562597024,0.7866982730663848,18
0.6071428571428571,0.35555555555555557,0.42500000000000004,0.42937527922005225,0.798830511040522,0.46384878522639617,0.8942323037706362,18
0.6285714285714286,0.5444444444444444,0.48750000000000004,0.4857509372477655,0.8121967659912075,0.40727646638588766,0.9312167206414379,18
0.6785714285714286,0.5555555555555556,0.4625,0.5352321588713551,0.7919623117613115,0.3549128145015852,0.7572168033739238,18
0.44285714285714284,0.4111111111111111,0.3875,0.34784107328665836,0.7910186310584174,0.4812045967842873,0.9993834375074071,18
0.45714285714285713,0.4444444444444444,0.475,0.48081974965145124,0.8080644357584175,0.24536877008247937,0.8296110370709932,18
0.5928571428571429,0.6111111111111112,0.3875,0.47929075879093275,0.7685966439518721,0.6060805485128933,0.7899636381618557,18
0.65,0.3333333333333333,0.41250000000000003,0.4466225782122992,0.7730384454026569,0.4032919819274017,0.7149331329123001,18
0.5428571428571428,0.48888888888888893,0.4625,0.4494935124960182,0.819160656158316,0.1588192512944535,0.7729991483264081,18
0.5285714285714286,0.37777777777777777,0.41250000000000003,0.3693063964700336,0.8204716650326481,0.8374198913608943,0.9308371341671042,18
0.5642857142857143,0.4222222222222222,0.42500000000000004,0.29578543124538914,0.7751818939246212,0.6479169288460205,0.8336084955029895,18
0.42857142857142855,0.34444444444444444,0.475,0.3781803287740777,0.8026362864754764,0.17985179666326667,0.8733666607278256,18
0.5428571428571428,0.6111111111111112,0.42500000000000004,0.22011620521385622,0.7709607889666517,0.5697893358991426,0.8238415485104292,18
0.6642857142857143,0.5666666666666667,0.4625,0.39806888058479784,0.7928680409428528,0.7322213543754725,0.7648592588604811,18
0.46428571428571425,0.6111111111111112,0.475,0.31005735509690324,0.7890587397674115,0.27785169983572167,0.9059882667969336,18
0.5285714285714286,0.5444444444444444,0.41250000000000003,0.48202110451514546,0.8073853675717793,0.6630645651563554,0.8623192155015694,18
0.5071428571428571,0.4555555555555556,0.4375,0.23107673668407247,0.7916759829980637,0.6937404259148721,0.7511208624068768,18
0.5142857142857142,0.3888888888888889,0.41250000000000003,0.237345353792501,0.7926615220703341,0.7874773124957464,0.9837821992969986,18
0.5928571428571429,0.5888888888888889,0.5,0.4866779402463597,0.8079460104703061,0.33507001128447866,0.9860194785662402,18
0.5,0.34444444444444444,0.4625,0.303945194563062,0.7754065494096496,0.6172050603475159,0.7967379536560456,18
0.7071428571428571,0.39999999999999997,0.3875,0.4261159380364441,0.7989646668425696,0.5625209031359175,0.7100448826418898,18
0.7071428571428571,0.5444444444444444,0.4,0.27137847264431536,0.7708123245422375,0.2611612400192216,0.7805089151567366,18
0.6142857142857142,0.6,0.375,0.4881680841145002,0.7915324783376879,0.6173174249411497,0.97661358738331,18
0.4357142857142857,0.5222222222222223,0.45000000000000007,0.45032991795184407,0.8123034184744057,0.5998746965952713,0.8073059554361535,18
0.5571428571428572,0.4222222222222222,0.4625,0.27979511760465947,0.8019375686782435,0.7061314885970518,0.7527223623112946,18
0.5214285714285715,0.3333333333333333,0.41250000000000003,0.4462458092573338,0.7899930096688791,0.1058453829562942,0.7248471574888389,18
0.5499999999999999,0.34444444444444444,0.4,0.5393921800753183,0.7839394559199626,0.40377798471980975,0.7625930018652246,18
0.5785714285714285,0.39999999999999997,0.41250000000000003,0.343038326044836,0.8104012508016996,0.7694535401041325,0.7903066002228559,18
0.4857142857142857,0.5777777777777777,0.475,0.5022421629023117,0.7713345822010705,0.29070187319039764,0.7115437737467301,18
0.5142857142857142,0.4444444444444444,0.375,0.4714816692696786,0.8012798906915928,0.30428692981990735,0.7660078499885223,18
0.4357142857142857,0.5333333333333333,0.475,0.5169268993051539,0.7792268559255169,0.46002099911747685,0.8885093819788625,18
0.47857142857142854,0.4222222222222222,0.42500000000000004,0.5001432768785663,0.824870127545692,0.36790386277086795,0.7283789368617425,18
0.47857142857142854,0.5888888888888889,0.42500000000000004,0.4646165991974367,0.7732468734291199,0.22395273424711704,0.8742887587619003,18
0.4714285714285714,0.6111111111111112,0.41250000000000003,0.3153687121372044,0.8073873783310692,0.46607278654356055,0.9251128347120354,18
0.5857142857142857,0.4222222222222222,0.41250000000000003,0.37140890706774465,0.7836230805545774,0.1322660003899354,0.971387307961203,18
0.6,0.5,0.48750000000000004,0.47410274790740137,0.7833095045272834,0.35087754745822397,0.7104529495713923,18
0.5785714285714285,0.5333333333333333,0.4625,0.38959630402248746,0.7789858291479493,0.15129730027718447,0.9337155844942175,18
0.65,0.5,0.4375,0.25649998539643093,0.8151309039293788,0.4897359551188405,0.9184988551709645,18
0.6428571428571428,0.43333333333333335,0.41250000000000003,0.39703504182135374,0.8122108624205505,0.7560311395546657,0.9665077050427522,18
0.5785714285714285,0.4444444444444444,0.375,0.522785589889593,0.7683351313902118,0.4096387859548294,0.8690435174446106,18
0.5571428571428572,0.3888888888888889,0.41250000000000003,0.5197770132965345,0.8118907185583933,0.7762492481760679,0.9972287121963463,18
0.6285714285714286,0.4555555555555556,0.4625,0.3432591164730938,0.8073080483535336,0.527306533773539,0.7612307159165523,18
0.5571428571428572,0.3333333333333333,0.48750000000000004,0.5234743093621621,0.8214225970442514,0.650519067551069,0.7146836009145041,18
0.46428571428571425,0.35555555555555557,0.4375,0.3748113825091892,0.8088425109467978,0.19226596890061765,0.7356389499560876,18
0.5071428571428571,0.5444444444444444,0.1375,0.34001030214656325,0.5766501829744293,0.3020232657149995,0.2954246785601876,9
0.4357142857142857,0.43333333333333335,0.15000000000000002,0.5027792884435733,0.6686206789238394,0.6133971178835831,0.3588702540952424,9
0.5714285714285714,0.4222222222222222,0.1375,0.3841373618371542,0.6688393381769819,0.5412626031746701,0.2034073373391834,9
0.5214285714285715,0.5888888888888889,0.2,0.21669635805398924,0.5065649340363982,0.5249530479172928,0.17686768235063963,9
0.4357142857142857,0.36666666666666664,0.1875,0.14698507589746068,0.5650353629414452,0.3601288593053962,0.19780221258186,9
0.4857142857142857,0.39999999999999997,0.1375,0.3009492008064403,0.5080310037501565,0.40975830730743756,0.3580826894741519,9
0.6642857142857143,0.39999999999999997,0.15000000000000002,0.4804423462559888,0.6094700989361463,0.3805337489555154,0.3728621777701988,9
0.6357142857142857,0.6111111111111112,0.17500000000000002,0.4603777472444719,0.611641436200682,0.3451656547077806,0.25303138948572856,9
0.5428571428571428,0.43333333333333335,0.15000000000000002,0.23745558397740585,0.563392989988472,0.3298261783168279,0.19710083168998246,9
0.47857142857142854,0.6111111111111112,0.25,0.4477588588083212,0.6127611243090868,0.30211298129000586,0.3892662446736548,9
0.5,0.43333333333333335,0.17500000000000002,0.3728430278325672,0.690544386649836,0.32907917592271585,0.32401705089635247,9
0.6428571428571428,0.48888888888888893,0.2,0.44395620173687944,0.631101218612986,0.49240529659159193,0.23548631328203648,9
0.44285714285714284,0.5222222222222223,0.1375,0.3242154606033505,0.5200667797459115,0.6226977440260655,0.19094386316922754,9
0.6571428571428571,0.43333333333333335,0.1375,0.16559354900267675,0.6008844611179451,0.3897726903379506,0.3260497213624094,9
0.4714285714285714,0.5444444444444444,0.2,0.46029197126274357,0.5359317889462348,0.3465833671912444,0.22704104646536258,9
0.45,0.5888888888888889,0.21250000000000002,0.1364876724516353,0.4785619302464208,0.4218558314260381,0.19030259676830832,9
0.5,0.4666666666666667,0.15000000000000002,0.43334692248234385,0.6551060601042024,0.5262088185739004,0.36716409415425355,9
0.4357142857142857,0.39999999999999997,0.15000000000000002,0.4580499299731984,0.5949781741102249,0.373682492746638,0.24698788050307582,9
0.4714285714285714,0.5333333333333333,0.17500000000000002,0.36241324248536944,0.5349492080943528,0.37675132016344026,0.19806004712217354,9
0.5285714285714286,0.5555555555555556,0.17500000000000002,0.12697731369771403,0.5673524688807616,0.44401860381948666,0.2800149515986782,9
0.5499999999999999,0.5777777777777777,0.2,0.4482507327294054,0.6946295871672622,0.5129662340965817,0.26035439459416965,9
0.7071428571428571,0.5,0.125,0.1314946406787446,0.663017617146723,0.25548800177657105,0.2968154573848659,9
0.5285714285714286,0.5666666666666667,0.21250000000000002,0.13786807445331128,0.6112825845514367,0.5863768794981805,0.2657554715852847,9
0.5928571428571429,0.4444444444444444,0.2,0.16353618125057634,0.5190246080004526,0.29314673761173493,0.26040907431276683,9
0.7142857142857143,0.47777777777777775,0.1375,0.4849819925642631,0.6178429409812157,0.24932713542690066,0.2374988324702659,9
0.5642857142857143,0.5111111111111111,0.1375,0.46719613388711445,0.6327332322535514,0.5223668593737927,0.33349307353819246,9
0.6714285714285714,0.37777777777777777,0.1625,0.39965173212892746,0.5042905207734976,0.3397458230100807,0.36133670743495805,9
0.5357142857142857,0.48888888888888893,0.125,0.28969117556539903,0.6678541530319428,0.3463774085566609,0.35982826977951254,9
0.5571428571428572,0.47777777777777775,0.21250000000000002,0.36223904118429706,0.5698130020224177,0.2595359146054297,0.21965406118649225,9
0.6214285714285714,0.5444444444444444,0.1875,0.48022558048668995,0.5740892833491743,0.5197779552981641,0.3875787090404237,9
0.6214285714285714,0.3333333333333333,0.25,0.28546754551592723,0.5704844470084507,0.41482359937277713,0.1997753673375355,9
0.45,0.4222222222222222,0.17500000000000002,0.1488176775809258,0.48146750460054655,0.5370317793521617,0.3095446883151126,9
0.6,0.5777777777777777,0.25,0.3363458415278533,0.6268330639640693,0.49675696646793566,0.19329881259668993,9
0.45714285714285713,0.3333333333333333,0.22500000000000003,0.3590007453116584,0.5556993517982576,0.283698394636158,0.18730608039065164,9
0.42857142857142855,0.4555555555555556,0.21250000000000002,0.4464528362016078,0.5990883058497563,0.5326840812083142,0.2961693599342563,9
0.7,0.43333333333333335,0.2,0.4874465996884023,0.6979514315062816,0.5060935452862536,0.38173048680386423,9
0.5357142857142857,0.5666666666666667,0.1625,0.18991623719273854,0.561097924826654,0.2878728448863741,0.17818087996933804,9
0.6142857142857142,0.5555555555555556,0.2,0.28996292757830777,0.5294000341295972,0.5797197141500678,0.3916074439280478,9
0.7,0.3333333333333333,0.1625,0.39527810615390346,0.7065840710707718,0.43451528943150763,0.31293558005456157,9
0.5428571428571428,0.5777777777777777,0.1625,0.17039076181323154,0.7030479633388129,0.39234203346636787,0.3238655749364292,9
0.7071428571428571,0.5666666666666667,0.15000000000000002,0.40980307699448826,0.6867761104699606,0.42964983360474807,0.22245699925174775,9
0.42857142857142855,0.43333333333333335,0.22500000000000003,0.4418339483219347,0.6507819772536032,0.29482155911157726,0.24718049362019892,9
0.5285714285714286,0.47777777777777775,0.15000000000000002,0.2941675659619509,0.5368357976028142,0.4813643223448907,0.21433275969097124,9
0.6357142857142857,0.6111111111111112,0.15000000000000002,0.4689472839614226,0.5010533562659204,0.3636841173815104,0.35639564761293996,9
0.4928571428571428,0.5111111111111111,0.22500000000000003,0.3215131493061347,0.6835507002193634,0.5791155947995903,0.37791730723834993,9
0.6857142857142857,0.4555555555555556,0.21250000000000002,0.24521959694484474,0.6386000560250243,0.49962770020262504,0.2015439882524039,9
0.4357142857142857,0.6111111111111112,0.125,0.4455836615906601,0.6355810232626992,0.43787888974467504,0.3107365443685113,9
0.5285714285714286,0.5888888888888889,0.1625,0.219736567504767,0.4910889384579361,0.5595308677782982,0.38842614603361536,9
0.5285714285714286,0.4222222222222222,0.22500000000000003,0.4958909368793605,0.5556538798481816,0.4536000531853317,0.3471210497976004,9
0.45,0.4222222222222222,0.15000000000000002,0.1847987901911583,0.5974122307186248,0.580656667581879,0.22352374073556716,9
0.7071428571428571,0.34444444444444444,0.1875,0.24506454697012325,0.5959579209778763,0.5447195422313547,0.2542544405595468,9
0.5499999999999999,0.34444444444444444,0.22500000000000003,0.438074345904534,0.4955007470839249,0.5388283392612601,0.29846026127030223,9
0.6214285714285714,0.6111111111111112,0.22500000000000003,0.2307488742680861,0.5792412131924634,0.4835920574857988,0.18496661108773924,9
0.42857142857142855,0.36666666666666664,0.15000000000000002,0.14420349081663564,0.5830089379504461,0.49291990376192096,0.24580074721065895,9
0.6714285714285714,0.5444444444444444,0.15000000000000002,0.37631590702859663,0.5539443163650672,0.3340957327884688,0.38097221130442893,9
0.6785714285714286,0.36666666666666664,0.21250000000000002,0.21096512885294394,0.5481201355755472,0.29693910245340516,0.3523216741988834,9
0.6,0.43333333333333335,0.2,0.30526193870064766,0.5558828416033953,0.3285081770010201,0.3807464468412718,9
0.5499999999999999,0.5888888888888889,0.17500000000000002,0.3489738758976155,0.4928576626158968,0.3130191057995775,0.3559357652361693,9
0.4714285714285714,0.43333333333333335,0.1875,0.17495995652240426,0.6388531863206561,0.5628761878468516,0.2646595803206119,9
0.45,0.3333333333333333,0.1375,0.3126350690964128,0.5960706111050126,0.4396844677918583,0.27781360301276437,9
0.5642857142857143,0.4444444444444444,0.1875,0.3956516375482748,0.5247938260140533,0.29287955923255105,0.3050580999332658,9
0.5142857142857142,0.6111111111111112,0.25,0.1491416563247302,0.638907285509465,0.3082253092483267,0.2969239497251559,9
0.47857142857142854,0.5111111111111111,0.23750000000000004,0.3815304080203874,0.5489980724871014,0.2583558229074294,0.19491375696413157,9
0.6142857142857142,0.34444444444444444,0.23750000000000004,0.5237722998546124,0.6839851719095138,0.3118647243182062,0.2323444152020501,9
0.5428571428571428,0.47777777777777775,0.1625,0.18511319910733293,0.6459903666793672,0.3088900576552289,0.2755284527430779,9
0.5357142857142857,0.5333333333333333,0.1625,0.25016155882536195,0.5270353718724502,0.5957547345629368,0.36492844533858815,9
0.5785714285714285,0.4444444444444444,0.22500000000000003,0.1865616641096185,0.6273220561960807,0.4185921211731549,0.27998677261122673,9
0.5214285714285715,0.4444444444444444,0.2,0.4329926059050573,0.692113743855061,0.5356872840118188,0.3340535458473861,9
0.5071428571428571,0.3333333333333333,0.23750000000000004,0.3241440111190277,0.5280199041069047,0.3221816184024642,0.20886154240640717,9
0.6857142857142857,0.5444444444444444,0.21250000000000002,0.48418876827710267,0.5491642318732348,0.6209326650040357,0.2755144896663603,9
0.7071428571428571,0.37777777777777777,0.1625,0.1807089710653309,0.6304868326693014,0.3976179582960566,0.29582435377080873,9
0.44285714285714284,0.47777777777777775,0.1875,0.29744419716634596,0.5391343578252044,0.5545628798658164,0.3302132840893447,9
0.6142857142857142,0.35555555555555557,0.1375,0.24213972119111338,0.524408577739315,0.2523855175165681,0.20730058188452508,9
0.6714285714285714,0.5,0.17500000000000002,0.372220358330863,0.692543022357182,0.33451587622040435,0.33842209306409965,9
0.5428571428571428,0.37777777777777777,0.23750000000000004,0.416626138142427,0.4828185603294315,0.6302818466630817,0.1925544115224326,9
0.5499999999999999,0.5222222222222223,0.15000000000000002,0.4450571133255883,0.6005793379321492,0.2927717773463825,0.2432185264188065,9
0.5285714285714286,0.37777777777777777,0.22500000000000003,0.34061308924478717,0.6009610778477971,0.5736086078782205,0.2972308247052431,9
0.5785714285714285,0.48888888888888893,0.1875,0.12658132572407088,0.5407702837965154,0.23978852333668366,0.3674682594674482,9
0.45,0.4111111111111111,0.2,0.37029802416588153,0.6774453640235013,0.3148038100542401,0.20507932514555396,9
0.7071428571428571,0.36666666666666664,0.2,0.3526015272964049,0.6688826257871088,0.4607759678980232,0.2078150652562761,9
0.6428571428571428,0.5222222222222223,0.25,0.49692690725083244,0.6428295774285473,0.5846346578954686,0.36305649919549343,9
0.4857142857142857,0.3888888888888889,0.17500000000000002,0.5048173330708658,0.6059885060300183,0.5405938245460766,0.38060624751464045,9
0.42857142857142855,0.5777777777777777,0.23750000000000004,0.15549327869792584,0.5517162410890799,0.3998687387067148,0.23976243717939946,9
0.5071428571428571,0.5222222222222223,0.1625,0.45645394051555277,0.48667079752084175,0.31278732787391994,0.2534441655745212,9
0.4357142857142857,0.6,0.15000000000000002,0.3738493050816143,0.5247987983766876,0.49291105239708144,0.37086279077464634,9
0.6285714285714286,0.36666666666666664,0.125,0.45526454898679436,0.6026785654979823,0.48781925629554324,0.18491583085603278,9
0.46428571428571425,0.6111111111111112,0.21250000000000002,0.4685829652593021,0.6796535050539421,0.5278309897866011,0.3835639572165688,9
0.5571428571428572,0.35555555555555557,0.21250000000000002,0.4673919253056762,0.5723026675514086,0.45500148327808065,0.23752469033560927,9
0.5571428571428572,0.5888888888888889,0.125,0.4518536194740024,0.6247798811178262,0.5071877764268189,0.18676009261466678,9
0.6571428571428571,0.6111111111111112,0.22500000000000003,0.15578762874372698,0.6679406420451353,0.29458110054629816,0.2174594062073086,9
0.5642857142857143,0.6,0.15000000000000002,0.23573597385893386,0.5772077214855208,0.5376375198018135,0.38615759643169423,9
0.65,0.5555555555555556,0.125,0.12896909738889495,0.680699843785106,0.4671463435979557,0.25694657264114795,9
0.5428571428571428,0.5111111111111111,0.1625,0.5060320144529038,0.6731433043356966,0.4329984891382046,0.2608287775987551,9
0.6214285714285714,0.47777777777777775,0.25,0.1551573655634907,0.549680917102961,0.5409372912780475,0.3210573207965327,9
0.5071428571428571,0.6111111111111112,0.21250000000000002,0.5015896303471006,0.5262647832832288,0.42187007091036643,0.2866661748892708,9
0.6428571428571428,0.5777777777777777,0.23750000000000004,0.16797467141363798,0.682923491937707,0.4097661229919827,0.2717292661692555,9
0.47857142857142854,0.3333333333333333,0.21250000000000002,0.3723097192048479,0.5714681305874644,0.46952625392401837,0.3872722288155397,9
0.42857142857142855,0.5444444444444444,0.17500000000000002,0.15955971969515037,0.5627459865124421,0.47799303360069745,0.21877620486291918,9
0.5928571428571429,0.5888888888888889,0.22500000000000003,0.2059577252988154,0.5296612149282233,0.4683453241443549,0.19810949692475496,9
0.5928571428571429,0.5777777777777777,0.17500000000000002,0.4855182166304697,0.658969024883653,0.5991996422341355,0.34343810231785055,9
0.2857142857142857,0.7444444444444445,0.9,0.07910937061886947,0.03185312325068346,0.7594197426813609,0.2988871744150059,2
0.16428571428571428,0.7444444444444445,0.9875,0.17227400295924056,0.03352103192507386,0.6103659074500252,0.2611687187721642,2
0.2785714285714286,0.5888888888888889,1.0,0.11938771444520047,0.013390177235208717,0.36710372294312066,0.21140816949574756,2
0.15714285714285714,0.7444444444444445,1.0,0.16515200922840056,0.016332124086625988,0.4709725112423493,0.2987089896311761,2
0.2571428571428571,0.6888888888888889,0.9,0.14187841625170539,0.061893760652769275,0.6716372368858892,0.2582672979432973,2
0.22857142857142856,0.7555555555555555,0.95,0.2390407211879617,0.013357792426932968,0.36501201206560907,0.31696082923537217,2
0.41428571428571426,0.7222222222222222,0.9875,0.24854259879360474,0.027415579192196754,0.4287853190409143,0.2381470072621832,2
0.42142857142857143,0.7222222222222222,0.9875,0.09357608637672743,0.052391845478329174,0.776495478729111,0.27293512842241985,2
0.3,0.6333333333333333,0.875,0.13298956922727856,0.05419997221262948,0.6341618314804038,0.26957900103217913,2
0.3071428571428571,0.6777777777777778,0.925,0.19289574389962194,0.011284489155887784,0.8886786309764625,0.23780822966756685,2
0.41428571428571426,0.6444444444444445,0.95,0.20928688528193662,0.005128250081743307,0.50372803067917,0.2569621060353453,2
0.19285714285714284,0.6333333333333333,0.9,0.13384146082009374,0.005280509833273189,0.5197772584336562,0.21854806312147404,2
0.19999999999999998,0.7444444444444445,0.9875,0.15868972483993982,0.0574394829754481,0.4948449167452442,0.22466335689019676,2
0.35714285714285715,0.5666666666666667,0.8875000000000001,0.2644480187870726,0.06535044205126228,0.8860433059764212,0.2330922005171259,2
0.2785714285714286,0.7333333333333334,0.9875,0.2311404739115801,0.02493253259237599,0.9319442593377059,0.2725242319911858,2
0.17857142857142858,0.8111111111111111,0.8875000000000001,0.10037138340013219,0.017473561105050023,0.6917006853217444,0.2045000698624647,2
0.22142857142857142,0.7222222222222222,0.9,0.2594605051059222,0.0007593955530422469,0.4976805896325889,0.30724522543584964,2
0.18571428571428572,0.8333333333333334,0.9750000000000001,0.08191046276089387,0.0220197535910088,0.7706443698387075,0.22348237510493715,2
0.17857142857142858,0.7,0.9,0.2223566685719225,0.009971045952794189,0.816183342793557,0.28663173343809756,2
0.42857142857142855,0.7,0.9750000000000001,0.17694427911864485,0.04872295519131237,0.5314975728240814,0.2856715356226388,2
0.42142857142857143,0.6333333333333333,0.9750000000000001,0.15154830481184922,0.05788404602452918,0.9223463987468377,0.23065204926262953,2
0.15714285714285714,0.6888888888888889,0.9125000000000001,0.08569557351439416,0.0019426970068332217,0.4216827829752925,0.2279285215465918,2
0.2571428571428571,0.6666666666666666,0.9375,0.13803512744467739,0.028243910414265855,0.3813727948999801,0.23907132722660854,2
0.42142857142857143,0.6111111111111112,0.9875,0.17272405329294382,0.05143512044553136,0.8134211489333871,0.3258224115546532,2
0.3857142857142857,0.8,1.0,0.08456569147720405,0.03275871699731517,0.849844848795027,0.2778716221871891,2
0.3071428571428571,0.7,0.95,0.10026251313072998,0.042864389916325296,0.5685667697166017,0.2567672880446552,2
0.19999999999999998,0.7888888888888889,0.9625000000000001,0.24442029668780274,0.0,0.5403300857004081,0.27792981013630125,2
0.3,0.8222222222222222,1.0,0.0883933816379272,0.018228919041306302,0.4020396457984776,0.2465122563769351,2
0.22142857142857142,0.8222222222222222,0.875,0.16291903217483095,0.021574390181105796,0.9488156620654842,0.304047780977715,2
0.19999999999999998,0.5888888888888889,0.95,0.1001185142784855,0.026656628789554826,0.4154483182488744,0.3198762516717938,2
0.40714285714285714,0.5888888888888889,0.9,0.15854326712228117,0.038799288359426004,0.8893080911658606,0.2667440317704869,2
0.35,0.5555555555555556,0.9125000000000001,0.1552430010252852,0.022393851641464457,0.8587769727223697,0.2689567244295912,2
0.32857142857142857,0.7888888888888889,0.9,0.13562968761572403,0.06331197308223124,0.6229046392781628,0.27788354728440734,2
0.3857142857142857,0.6222222222222222,0.9,0.16253417422023908,0.01117708308998891,0.42233916821770756,0.25074204508414755,2
0.40714285714285714,0.7,0.95,0.08588520213015838,0.03553897544776469,0.916207458468268,0.229938453876771,2
0.25,0.6777777777777778,0.95,0.18863213102721343,0.017691012759412678,0.40433444986694855,0.284441246743221,2
0.25,0.6555555555555556,0.9125000000000001,0.1212875126674926,0.00017778100789195284,0.7622254303715459,0.2849905153259389,2
0.37142857142857144,0.6111111111111112,0.925,0.19247836841862664,0.046391619370855924,0.9950071602393453,0.24238340849080028,2
0.19285714285714284,0.7888888888888889,0.9750000000000001,0.1773010270175711,0.007750177890429033,0.44421513436469073,0.3035552523543832,2
0.40714285714285714,0.6111111111111112,0.9875,0.17614019324752228,0.03504049437302248,0.5225071828564847,0.24176785571606427,2
0.37142857142857144,0.7,0.9125000000000001,0.10058680092501948,0.03152759045564041,0.6041219492949468,0.28795136601270943,2
0.3071428571428571,0.8222222222222222,0.925,0.190336401130753,0.05508695678273903,0.843926509473113,0.2625842811909631,2
0.3142857142857143,0.7666666666666667,1.0,0.22670243798737344,0.06274987656233705,0.6710760912858278,0.2538798511979997,2
0.17142857142857143,0.5555555555555556,0.9125000000000001,0.09208268860846547,0.010452397369496186,0.5389522739134407,0.2421478815993862,2
0.20714285714285713,0.8,0.875,0.1014537584955546,0.014264314386807642,0.8365083833635463,0.23063133047499515,2
0.14285714285714285,0.6111111111111112,0.9125000000000001,0.13267339517532828,0.005165656130540736,0.4624274943634452,0.308617585208419,2
0.39999999999999997,0.6888888888888889,0.9125000000000001,0.1047611033425555,0.028699437858335175,0.962144001450836,0.25194901738404485,2
0.2642857142857143,0.6777777777777778,1.0,0.26149434673998806,0.054301282191101974,0.48809110906795783,0.2530432481489613,2
0.35,0.7333333333333334,0.8875000000000001,0.2045035125177218,0.03943774007164652,0.5294349792905388,0.28588913089233825,2
0.42142857142857143,0.7111111111111111,0.9375,0.17501736615131214,0.042106252123140536,0.9384080688919634,0.2151556856049627,2
0.14285714285714285,0.8222222222222222,0.9,0.1502984360246712,0.020617218714717278,0.802279832520733,0.2454181859457851,2
0.17142857142857143,0.5666666666666667,1.0,0.13391923650248538,0.03680764090676569,0.5117344661409611,0.26428949565562787,2
0.36428571428571427,0.7444444444444445,0.875,0.16610758492470057,0.008591211880459443,0.6588364352618585,0.26197501301003234,2
0.40714285714285714,0.7555555555555555,1.0,0.14764796771288524,0.005402355406955078,0.7257235259773211,0.3137341078140077,2
0.15714285714285714,0.6555555555555556,0.9625000000000001,0.19417506631844095,0.03399945113515582,0.4928008134377946,0.2943469933127695,2
0.37142857142857144,0.7555555555555555,0.925,0.08997330887354049,0.052393825791011484,0.8527767501082779,0.3227301118899427,2
0.20714285714285713,0.7777777777777778,0.875,0.20045037329612858,0.05199011089053435,0.648446848856445,0.2984819129765318,2
0.3142857142857143,0.6,0.9125000000000001,0.24952037617255285,0.065277643629299,0.7892011247560722,0.282408609822172,2
0.29285714285714287,0.7111111111111111,0.9625000000000001,0.21910785517907916,0.027704135107290057,0.5564441005134586,0.21328326209060236,2
0.37142857142857144,0.5666666666666667,1.0,0.22353958824739883,0.0021492647572391443,0.5831955270376554,0.2994577238282472,2
0.24285714285714285,0.7888888888888889,0.9375,0.2486638674962086,0.01852093793721285,0.8909997035435635,0.1969264451457252,2
0.3,0.7666666666666667,0.9750000000000001,0.18336821183582208,0.0002610626284594575,0.7750332902186998,0.19929825166126727,2
0.24285714285714285,0.7333333333333334,0.925,0.12125701470664496,0.018643463135169402,0.8234422605240048,0.2380403622152983,2
0.19285714285714284,0.7555555555555555,0.925,0.17891578312241418,0.018395895586390015,0.7248998898280139,0.2732864154184331,2
0.21428571428571427,0.7222222222222222,0.925,0.2305738998739575,0.06662964646932121,0.7138735658073299,0.21619790078968262,2
0.40714285714285714,0.5777777777777777,0.875,0.08219323088300723,0.04658425295717225,0.838207061868318,0.29330312121459123,2
